order_id,customer_name,product,price,quantity,date
6779,m,a,55000.0,3,2024-11-19
6780,m,a,,5,2024-08-31
6781,m,a,1500.0,5,2024-04-25
6782,m,a,500.0,5,2024-07-28
6783,m,a,55000.0,3,2024-04-14
6784,m,a,,5,2024-09-28
6785,m,a,55000.0,2,2024-05-18
6786,m,a,55000.0,3,2024-12-09
6787,m,a,1500.0,4,2024-05-23
6788,m,a,,3,2024-11-23
6789,m,a,500.0,1,2024-06-27
6790,m,a,55000.0,3,2024-04-16
6791,m,a,1500.0,2,2024-09-17
6792,m,a,500.0,3,2024-08-25
6793,m,a,55000.0,2,2024-08-22
6794,m,a,,4,2024-04-10
6795,m,a,1500.0,5,2024-05-03
6796,m,a,1500.0,1,2024-04-20
6797,m,a,1500.0,2,2024-11-06
6798,m,a,1500.0,4,2024-06-27
6799,m,a,1500.0,4,2024-04-12
6800,m,a,500.0,1,2024-08-10
6801,m,a,,5,2024-11-10
6802,m,a,,4,2024-02-21
6803,m,a,1500.0,1,2024-12-10
6804,m,a,1500.0,4,2024-09-16
6805,m,a,,3,2024-01-08
6806,m,a,55000.0,2,2024-08-12
6807,m,a,1500.0,2,2024-06-12
6808,m,a,,5,2024-10-23
6809,m,a,500.0,1,2024-10-03
6810,m,a,55000.0,4,2024-08-26
6811,m,a,500.0,1,2024-01-13
6812,m,a,500.0,1,2024-10-29
6813,m,a,500.0,3,2024-11-28
6814,m,a,1500.0,3,2024-10-15
6815,m,a,500.0,5,2024-08-02
6816,m,a,,5,2024-01-17
6817,m,a,1500.0,5,2024-09-04
6818,m,a,500.0,1,2024-03-22
6819,m,a,55000.0,3,2024-04-04
6820,m,a,1500.0,5,2024-07-05
6821,m,a,55000.0,2,2024-07-21
6822,m,a,500.0,4,2024-04-17
6823,m,a,500.0,2,2024-02-18
6824,m,a,1500.0,1,2024-08-13
6825,m,a,55000.0,3,2024-08-01
6826,m,a,1500.0,3,2024-04-07
6827,m,a,1500.0,4,2024-04-21
6828,m,a,55000.0,5,2024-03-12
6829,m,a,55000.0,5,2024-03-06
6830,m,a,,2,2024-11-25
6831,m,a,1500.0,5,2024-10-25
6832,m,a,55000.0,5,2024-04-19
6833,m,a,,1,2024-07-09
6834,m,a,55000.0,3,2024-10-06
6835,m,a,55000.0,1,2024-11-04
6836,m,a,500.0,4,2024-01-16
6837,m,a,500.0,2,2024-05-25
6838,m,a,500.0,5,2024-08-26
6839,m,a,,2,2024-02-09
6840,m,a,1500.0,2,2024-08-25
6841,m,a,500.0,5,2024-07-16
6842,m,a,1500.0,2,2024-09-14
6843,m,a,55000.0,2,2024-01-19
6844,m,a,500.0,4,2024-12-23
6845,m,a,500.0,2,2024-12-22
6846,m,a,500.0,2,2024-01-25
6847,m,a,,2,2024-02-17
6848,m,a,500.0,2,2024-02-26
6849,m,a,500.0,5,2024-03-23
6850,m,a,,5,2024-12-06
6851,m,a,,1,2024-10-07
6852,m,a,1500.0,4,2024-12-08
6853,m,a,55000.0,1,2024-12-09
6854,m,a,55000.0,5,2024-06-24
6855,m,a,55000.0,4,2024-10-03
6856,m,a,,2,2024-04-15
6857,m,a,,2,2024-12-19
6858,m,a,,2,2024-01-25
6859,m,a,500.0,1,2024-01-12
6860,m,a,55000.0,5,2024-01-09
6861,m,a,1500.0,2,2024-10-09
6862,m,a,1500.0,5,2024-09-21
6863,m,a,1500.0,1,2024-03-27
6864,m,a,500.0,2,2024-09-21
6865,m,a,55000.0,5,2024-01-21
6866,m,a,55000.0,1,2024-08-08
6867,m,a,55000.0,1,2024-03-11
6868,m,a,1500.0,4,2024-10-25
6869,m,a,1500.0,3,2024-04-24
6870,m,a,1500.0,4,2024-11-19
6871,m,a,55000.0,2,2024-03-16
6872,m,a,,2,2024-09-22
6873,m,a,1500.0,2,2024-09-08
6874,m,a,500.0,5,2024-02-11
6875,m,a,1500.0,1,2024-06-11
6876,m,a,1500.0,5,2024-04-24
6877,m,a,500.0,3,2024-12-20
6878,m,a,,5,2024-02-24
6879,m,a,1500.0,2,2024-08-28
6880,m,a,500.0,4,2024-05-13
6881,m,a,55000.0,1,2024-04-18
6882,m,a,55000.0,3,2024-09-12
6883,m,a,500.0,1,2024-01-12
6884,m,a,55000.0,5,2024-02-04
6885,m,a,55000.0,1,2024-07-13
6886,m,a,,4,2024-07-06
6887,m,a,500.0,2,2024-10-27
6888,m,a,,4,2024-07-07
6889,m,a,500.0,5,2024-01-01
6890,m,a,1500.0,1,2024-04-03
6891,m,a,,3,2024-09-03
6892,m,a,500.0,3,2024-12-31
6893,m,a,500.0,5,2024-06-29
6894,m,a,,1,2024-02-14
6895,m,a,500.0,3,2024-04-20
6896,m,a,,3,2024-02-04
6897,m,a,500.0,4,2024-03-06
6898,m,a,500.0,1,2024-12-16
6899,m,a,1500.0,5,2024-09-11
6900,m,a,1500.0,5,2024-10-12
6901,m,a,,3,2024-07-10
6902,m,a,500.0,1,2024-06-11
6903,m,a,,5,2024-11-15
6904,m,a,1500.0,3,2024-03-12
6905,m,a,55000.0,3,2024-10-20
6906,m,a,500.0,5,2024-05-25
6907,m,a,,2,2024-04-14
6908,m,a,55000.0,2,2024-01-10
6909,m,a,1500.0,4,2024-09-20
6910,m,a,,2,2024-12-16
6911,m,a,500.0,3,2024-09-09
6912,m,a,,3,2024-12-14
6913,m,a,500.0,1,2024-09-30
6914,m,a,55000.0,1,2024-03-13
6915,m,a,,4,2024-07-29
6916,m,a,500.0,3,2024-04-27
6917,m,a,1500.0,3,2024-06-02
6918,m,a,1500.0,5,2024-11-23
6919,m,a,1500.0,3,2024-07-19
6920,m,a,55000.0,3,2024-05-14
6921,m,a,,2,2024-10-29
6922,m,a,,1,2024-12-18
6923,m,a,,5,2024-06-27
6924,m,a,500.0,3,2024-12-18
6925,m,a,55000.0,5,2024-02-03
6926,m,a,,4,2024-12-10
6927,m,a,500.0,4,2024-05-09
6928,m,a,55000.0,1,2024-01-30
6929,m,a,,5,2024-10-23
6930,m,a,1500.0,4,2024-01-31
6931,m,a,,5,2024-09-24
6932,m,a,,3,2024-06-23
6933,m,a,55000.0,3,2024-09-16
6934,m,a,55000.0,5,2024-06-16
6935,m,a,,1,2024-09-29
6936,m,a,500.0,1,2024-04-15
6937,m,a,55000.0,4,2024-02-15
6938,m,a,55000.0,4,2024-05-13
6939,m,a,,1,2024-05-23
6940,m,a,55000.0,5,2024-09-26
6941,m,a,1500.0,1,2024-01-30
6942,m,a,500.0,5,2024-02-06
6943,m,a,,1,2024-08-14
6944,m,a,500.0,4,2024-05-12
6945,m,a,1500.0,4,2024-08-13
6946,m,a,,5,2024-04-25
6947,m,a,,5,2024-03-03
6948,m,a,500.0,1,2024-12-30
6949,m,a,500.0,1,2024-09-29
6950,m,a,,3,2024-01-31
6951,m,a,55000.0,2,2024-09-18
6952,m,a,,5,2024-04-02
6953,m,a,,1,2024-04-29
6954,m,a,55000.0,3,2024-03-10
6955,m,a,1500.0,4,2024-12-01
6956,m,a,,5,2024-03-10
6957,m,a,,1,2024-09-29
6958,m,a,500.0,2,2024-08-17
6959,m,a,,4,2024-11-05
6960,m,a,1500.0,2,2024-08-31
6961,m,a,,2,2024-02-21
6962,m,a,,3,2024-05-14
6963,m,a,500.0,5,2024-01-20
6964,m,a,1500.0,3,2024-10-23
6965,m,a,55000.0,4,2024-06-19
6966,m,a,,1,2024-05-26
6967,m,a,55000.0,4,2024-10-17
6968,m,a,500.0,3,2024-02-05
6969,m,a,55000.0,5,2024-02-27
6970,m,a,,3,2024-10-11
6971,m,a,55000.0,2,2024-12-15
6972,m,a,,5,2024-09-01
6973,m,a,500.0,5,2024-02-05
6974,m,a,55000.0,5,2024-09-03
6975,m,a,1500.0,2,2024-01-08
6976,m,a,,5,2024-05-13
6977,m,a,55000.0,3,2024-10-09
6978,m,a,1500.0,1,2024-10-05
6979,m,a,500.0,2,2024-10-29
6980,m,a,500.0,5,2024-02-07
6981,m,a,1500.0,4,2024-08-01
6982,m,a,55000.0,3,2024-01-27
6983,m,a,,3,2024-04-09
6984,m,a,55000.0,5,2024-01-29
6985,m,a,,3,2024-06-10
6986,m,a,,4,2024-01-29
6987,m,a,,5,2024-03-27
6988,m,a,55000.0,3,2024-05-23
6989,m,a,55000.0,4,2024-07-13
6990,m,a,55000.0,5,2024-01-28
6991,m,a,,1,2024-03-21
6992,m,a,55000.0,2,2024-01-14
6993,m,a,55000.0,4,2024-05-27
6994,m,a,,4,2024-12-11
6995,m,a,55000.0,1,2024-11-13
6996,m,a,,4,2024-06-20
6997,m,a,500.0,1,2024-06-28
6998,m,a,,1,2024-11-14
6999,m,a,55000.0,5,2024-03-30
7000,m,a,,1,2024-01-20
7001,m,a,1500.0,4,2024-10-05
7002,m,a,,5,2024-11-25
7003,m,a,1500.0,3,2024-11-18
7004,m,a,,3,2024-03-24
7005,m,a,55000.0,2,2024-02-08
7006,m,a,500.0,2,2024-12-07
7007,m,a,500.0,3,2024-08-29
7008,m,a,,3,2024-01-15
7009,m,a,1500.0,3,2024-08-06
7010,m,a,1500.0,2,2024-11-10
7011,m,a,500.0,2,2024-07-03
7012,m,a,,3,2024-06-22
7013,m,a,500.0,5,2024-02-10
7014,m,a,,2,2024-12-23
7015,m,a,500.0,1,2024-02-07
7016,m,a,,4,2024-01-03
7017,m,a,55000.0,5,2024-08-06
7018,m,a,55000.0,2,2024-07-11
7019,m,a,55000.0,5,2024-11-13
7020,m,a,1500.0,3,2024-09-29
7021,m,a,,2,2024-09-07
7022,m,a,500.0,3,2024-03-21
7023,m,a,500.0,4,2024-02-02
7024,m,a,500.0,2,2024-10-13
7025,m,a,500.0,5,2024-11-06
7026,m,a,55000.0,2,2024-06-25
7027,m,a,55000.0,1,2024-12-17
7028,m,a,,5,2024-03-12
7029,m,a,500.0,3,2024-02-17
7030,m,a,500.0,5,2024-12-01
7031,m,a,500.0,4,2024-01-29
7032,m,a,1500.0,2,2024-10-08
7033,m,a,55000.0,2,2024-06-14
7034,m,a,,3,2024-04-26
7035,m,a,1500.0,5,2024-09-09
7036,m,a,500.0,4,2024-03-13
7037,m,a,,3,2024-03-08
7038,m,a,55000.0,4,2024-05-31
7039,m,a,1500.0,3,2024-05-09
7040,m,a,55000.0,2,2024-11-11
7041,m,a,1500.0,4,2024-03-01
7042,m,a,1500.0,5,2024-12-23
7043,m,a,1500.0,1,2024-01-07
7044,m,a,,4,2024-05-09
7045,m,a,500.0,1,2024-05-07
7046,m,a,1500.0,2,2024-10-13
7047,m,a,500.0,5,2024-11-12
7048,m,a,,1,2024-12-21
7049,m,a,500.0,2,2024-08-18
7050,m,a,500.0,1,2024-07-11
7051,m,a,500.0,3,2024-12-24
7052,m,a,1500.0,2,2024-04-18
7053,m,a,500.0,5,2024-05-28
7054,m,a,55000.0,3,2024-04-09
7055,m,a,1500.0,3,2024-12-26
7056,m,a,1500.0,2,2024-09-13
7057,m,a,500.0,1,2024-11-21
7058,m,a,,3,2024-11-13
7059,m,a,,5,2024-03-28
7060,m,a,500.0,4,2024-06-06
7061,m,a,,3,2024-08-01
7062,m,a,55000.0,2,2024-07-28
7063,m,a,55000.0,1,2024-07-28
7064,m,a,,1,2024-09-07
7065,m,a,500.0,3,2024-10-05
7066,m,a,,5,2024-04-02
7067,m,a,55000.0,5,2024-07-22
7068,m,a,55000.0,3,2024-06-16
7069,m,a,1500.0,1,2024-03-13
7070,m,a,500.0,2,2024-01-26
7071,m,a,500.0,2,2024-06-12
7072,m,a,55000.0,5,2024-08-10
7073,m,a,,1,2024-11-18
7074,m,a,1500.0,2,2024-10-19
7075,m,a,1500.0,4,2024-06-13
7076,m,a,500.0,4,2024-03-18
7077,m,a,,4,2024-02-03
7078,m,a,,4,2024-09-06
7079,m,a,55000.0,3,2024-02-03
7080,m,a,500.0,1,2024-11-23
7081,m,a,55000.0,4,2024-10-27
7082,m,a,55000.0,3,2024-01-03
7083,m,a,,2,2024-11-16
7084,m,a,1500.0,4,2024-11-16
7085,m,a,,5,2024-10-01
7086,m,a,1500.0,5,2024-06-12
7087,m,a,,4,2024-01-04
7088,m,a,55000.0,3,2024-10-11
7089,m,a,1500.0,4,2024-08-26
7090,m,a,,5,2024-07-11
7091,m,a,1500.0,4,2024-10-12
7092,m,a,500.0,1,2024-07-14
7093,m,a,1500.0,5,2024-08-11
7094,m,a,,2,2024-05-09
7095,m,a,,3,2024-04-30
7096,m,a,55000.0,2,2024-05-12
7097,m,a,1500.0,2,2024-07-01
7098,m,a,55000.0,2,2024-04-04
7099,m,a,55000.0,3,2024-02-08
7100,m,a,1500.0,4,2024-12-19
7101,m,a,1500.0,4,2024-09-20
7102,m,a,500.0,1,2024-12-20
7103,m,a,1500.0,4,2024-11-24
7104,m,a,1500.0,4,2024-05-08
7105,m,a,1500.0,5,2024-03-05
7106,m,a,500.0,4,2024-08-17
7107,m,a,500.0,2,2024-05-05
7108,m,a,55000.0,5,2024-07-27
7109,m,a,55000.0,4,2024-02-04
7110,m,a,1500.0,2,2024-12-12
7111,m,a,500.0,5,2024-04-29
7112,m,a,1500.0,5,2024-11-17
7113,m,a,1500.0,5,2024-02-05
7114,m,a,1500.0,5,2024-03-23
7115,m,a,1500.0,5,2024-02-16
7116,m,a,1500.0,5,2024-12-20
7117,m,a,500.0,4,2024-11-05
7118,m,a,500.0,3,2024-06-07
7119,m,a,1500.0,2,2024-02-14
7120,m,a,,4,2024-03-31
7121,m,a,55000.0,4,2024-01-05
7122,m,a,1500.0,2,2024-10-10
7123,m,a,1500.0,2,2024-09-29
7124,m,a,500.0,4,2024-12-25
7125,m,a,1500.0,2,2024-06-08
7126,m,a,,5,2024-11-04
7127,m,a,1500.0,2,2024-12-05
7128,m,a,,2,2024-03-20
7129,m,a,500.0,1,2024-04-12
7130,m,a,500.0,4,2024-02-07
7131,m,a,55000.0,1,2024-02-05
7132,m,a,55000.0,1,2024-09-22
7133,m,a,,2,2024-12-16
7134,m,a,,4,2024-06-04
7135,m,a,55000.0,2,2024-04-12
7136,m,a,55000.0,1,2024-12-27
7137,m,a,1500.0,4,2024-08-31
7138,m,a,55000.0,2,2024-06-07
7139,m,a,500.0,2,2024-11-30
7140,m,a,1500.0,2,2024-07-13
7141,m,a,,3,2024-12-10
7142,m,a,,3,2024-02-20
7143,m,a,500.0,5,2024-08-29
7144,m,a,55000.0,2,2024-12-04
7145,m,a,,5,2024-10-26
7146,m,a,55000.0,3,2024-09-11
7147,m,a,500.0,5,2024-11-20
7148,m,a,,2,2024-08-23
7149,m,a,500.0,5,2024-10-11
7150,m,a,,4,2024-05-29
7151,m,a,55000.0,4,2024-09-03
7152,m,a,1500.0,4,2024-04-05
7153,m,a,55000.0,2,2024-04-14
7154,m,a,,5,2024-08-03
7155,m,a,1500.0,2,2024-04-24
7156,m,a,1500.0,3,2024-05-24
7157,m,a,1500.0,4,2024-01-02
7158,m,a,1500.0,1,2024-11-02
7159,m,a,1500.0,3,2024-10-13
7160,m,a,55000.0,4,2024-11-25
7161,m,a,1500.0,3,2024-02-23
7162,m,a,1500.0,3,2024-01-31
7163,m,a,1500.0,1,2024-04-29
7164,m,a,500.0,3,2024-03-20
7165,m,a,500.0,2,2024-11-16
7166,m,a,55000.0,4,2024-09-22
7167,m,a,,2,2024-04-14
7168,m,a,500.0,3,2024-01-05
7169,m,a,1500.0,3,2024-09-09
7170,m,a,500.0,5,2024-08-09
7171,m,a,,5,2024-12-08
7172,m,a,55000.0,1,2024-06-24
7173,m,a,1500.0,5,2024-06-18
7174,m,a,500.0,5,2024-03-14
7175,m,a,1500.0,4,2024-09-28
7176,m,a,500.0,3,2024-02-17
7177,m,a,1500.0,5,2024-01-05
7178,m,a,,4,2024-07-29
7179,m,a,,5,2024-05-25
7180,m,a,500.0,1,2024-02-20
7181,m,a,500.0,5,2024-03-10
7182,m,a,,1,2024-01-25
7183,m,a,,5,2024-02-22
7184,m,a,,5,2024-09-26
7185,m,a,1500.0,4,2024-09-04
7186,m,a,500.0,3,2024-02-18
7187,m,a,500.0,4,2024-01-13
7188,m,a,55000.0,2,2024-10-16
7189,m,a,1500.0,1,2024-05-08
7190,m,a,500.0,3,2024-06-27
7191,m,a,500.0,1,2024-03-03
7192,m,a,55000.0,3,2024-02-06
7193,m,a,55000.0,2,2024-08-16
7194,m,a,55000.0,3,2024-10-01
7195,m,a,500.0,2,2024-05-04
7196,m,a,55000.0,5,2024-12-27
7197,m,a,1500.0,3,2024-03-18
7198,m,a,55000.0,2,2024-12-24
7199,m,a,1500.0,3,2024-07-17
7200,m,a,55000.0,2,2024-05-06
7201,m,a,1500.0,1,2024-01-02
7202,m,a,500.0,5,2024-05-06
7203,m,a,1500.0,3,2024-05-03
7204,m,a,1500.0,4,2024-10-01
7205,m,a,,5,2024-04-08
7206,m,a,55000.0,3,2024-11-23
7207,m,a,500.0,1,2024-11-25
7208,m,a,1500.0,3,2024-03-31
7209,m,a,,4,2024-08-06
7210,m,a,500.0,5,2024-01-19
7211,m,a,55000.0,1,2024-05-14
7212,m,a,500.0,3,2024-05-03
7213,m,a,55000.0,1,2024-10-05
7214,m,a,500.0,4,2024-09-11
7215,m,a,55000.0,5,2024-01-03
7216,m,a,55000.0,2,2024-04-09
7217,m,a,55000.0,2,2024-01-24
7218,m,a,500.0,1,2024-11-06
7219,m,a,,4,2024-09-15
7220,m,a,1500.0,4,2024-05-12
7221,m,a,55000.0,1,2024-01-08
7222,m,a,1500.0,1,2024-01-19
7223,m,a,500.0,3,2024-10-12
7224,m,a,55000.0,2,2024-08-06
7225,m,a,55000.0,5,2024-06-26
7226,m,a,55000.0,3,2024-02-29
7227,m,a,,3,2024-01-15
7228,m,a,,1,2024-11-05
7229,m,a,500.0,5,2024-07-10
7230,m,a,55000.0,1,2024-01-29
7231,m,a,,3,2024-12-22
7232,m,a,500.0,3,2024-09-22
7233,m,a,,5,2024-06-05
7234,m,a,500.0,5,2024-11-26
7235,m,a,,5,2024-11-08
7236,m,a,,2,2024-06-18
7237,m,a,,2,2024-08-26
7238,m,a,,2,2024-06-10
7239,m,a,55000.0,1,2024-08-27
7240,m,a,,5,2024-04-25
7241,m,a,55000.0,4,2024-03-25
7242,m,a,,4,2024-04-24
7243,m,a,,2,2024-05-26
7244,m,a,55000.0,5,2024-08-04
7245,m,a,55000.0,1,2024-01-10
7246,m,a,1500.0,3,2024-02-09
7247,m,a,55000.0,3,2024-03-14
7248,m,a,55000.0,2,2024-01-22
7249,m,a,55000.0,1,2024-10-11
7250,m,a,500.0,2,2024-02-04
7251,m,a,,1,2024-09-06
7252,m,a,1500.0,3,2024-06-16
7253,m,a,55000.0,4,2024-05-24
7254,m,a,1500.0,4,2024-07-23
7255,m,a,,1,2024-03-25
7256,m,a,1500.0,3,2024-06-28
7257,m,a,500.0,3,2024-07-26
7258,m,a,1500.0,1,2024-02-22
7259,m,a,1500.0,4,2024-02-21
7260,m,a,,4,2024-11-06
7261,m,a,500.0,4,2024-06-18
7262,m,a,,4,2024-06-04
7263,m,a,55000.0,1,2024-02-12
7264,m,a,500.0,3,2024-03-18
7265,m,a,55000.0,2,2024-07-01
7266,m,a,500.0,4,2024-11-26
7267,m,a,500.0,5,2024-03-07
7268,m,a,55000.0,2,2024-08-25
7269,m,a,1500.0,2,2024-02-23
7270,m,a,500.0,5,2024-09-25
7271,m,a,,3,2024-07-23
7272,m,a,1500.0,1,2024-03-10
7273,m,a,500.0,4,2024-06-08
7274,m,a,500.0,3,2024-04-27
7275,m,a,500.0,5,2024-03-13
7276,m,a,1500.0,5,2024-03-03
7277,m,a,500.0,5,2024-11-07
7278,m,a,,2,2024-05-29
7279,m,a,,2,2024-03-19
7280,m,a,500.0,1,2024-09-29
7281,m,a,500.0,2,2024-07-20
7282,m,a,500.0,3,2024-08-16
7283,m,a,,1,2024-11-01
7284,m,a,500.0,2,2024-09-18
7285,m,a,,3,2024-03-09
7286,m,a,500.0,1,2024-12-20
7287,m,a,500.0,4,2024-06-09
7288,m,a,55000.0,3,2024-09-05
7289,m,a,,3,2024-12-16
7290,m,a,55000.0,2,2024-02-26
7291,m,a,1500.0,2,2024-12-23
7292,m,a,1500.0,3,2024-08-07
7293,m,a,,5,2024-06-24
7294,m,a,,3,2024-01-14
7295,m,a,1500.0,1,2024-03-12
7296,m,a,500.0,5,2024-07-14
7297,m,a,1500.0,2,2024-11-08
7298,m,a,1500.0,2,2024-07-07
7299,m,a,1500.0,4,2024-04-18
7300,m,a,55000.0,1,2024-07-21
7301,m,a,55000.0,1,2024-10-21
7302,m,a,500.0,5,2024-11-06
7303,m,a,1500.0,3,2024-01-05
7304,m,a,55000.0,2,2024-01-25
7305,m,a,1500.0,1,2024-03-17
7306,m,a,500.0,2,2024-10-26
7307,m,a,500.0,4,2024-05-30
7308,m,a,,3,2024-05-07
7309,m,a,,5,2024-11-15
7310,m,a,500.0,2,2024-12-03
7311,m,a,,4,2024-02-21
7312,m,a,500.0,5,2024-12-31
7313,m,a,,5,2024-11-29
7314,m,a,,2,2024-05-18
7315,m,a,55000.0,2,2024-03-20
7316,m,a,55000.0,4,2024-01-20
7317,m,a,,3,2024-06-13
7318,m,a,500.0,2,2024-03-28
7319,m,a,55000.0,1,2024-07-14
7320,m,a,55000.0,1,2024-03-05
7321,m,a,,4,2024-12-12
7322,m,a,1500.0,3,2024-10-25
7323,m,a,500.0,5,2024-10-28
7324,m,a,500.0,4,2024-07-23
7325,m,a,1500.0,5,2024-08-24
7326,m,a,1500.0,4,2024-08-27
7327,m,a,55000.0,5,2024-03-15
7328,m,a,500.0,5,2024-12-23
7329,m,a,55000.0,3,2024-05-24
7330,m,a,500.0,3,2024-12-28
7331,m,a,500.0,3,2024-11-09
7332,m,a,,2,2024-02-03
7333,m,a,1500.0,2,2024-09-21
7334,m,a,500.0,4,2024-07-13
7335,m,a,1500.0,5,2024-06-03
7336,m,a,500.0,3,2024-04-12
7337,m,a,1500.0,1,2024-03-17
7338,m,a,500.0,4,2024-08-29
7339,m,a,55000.0,3,2024-12-26
7340,m,a,,4,2024-04-20
7341,m,a,1500.0,2,2024-03-07
7342,m,a,55000.0,5,2024-09-30
7343,m,a,500.0,1,2024-01-28
7344,m,a,55000.0,3,2024-07-06
7345,m,a,500.0,2,2024-06-04
7346,m,a,500.0,1,2024-08-22
7347,m,a,500.0,1,2024-05-10
7348,m,a,55000.0,3,2024-09-22
7349,m,a,55000.0,3,2024-05-11
7350,m,a,500.0,4,2024-12-11
7351,m,a,55000.0,2,2024-09-28
7352,m,a,,3,2024-01-15
7353,m,a,,1,2024-06-16
7354,m,a,500.0,1,2024-10-31
7355,m,a,,3,2024-08-23
7356,m,a,500.0,5,2024-05-27
7357,m,a,500.0,2,2024-08-07
7358,m,a,500.0,1,2024-08-28
7359,m,a,55000.0,1,2024-07-26
7360,m,a,,4,2024-06-29
7361,m,a,1500.0,1,2024-05-16
7362,m,a,,4,2024-02-26
7363,m,a,,5,2024-07-25
7364,m,a,1500.0,4,2024-01-06
7365,m,a,,2,2024-10-30
7366,m,a,500.0,3,2024-11-28
7367,m,a,1500.0,2,2024-06-30
7368,m,a,1500.0,3,2024-07-26
7369,m,a,1500.0,2,2024-08-28
7370,m,a,,1,2024-04-28
7371,m,a,500.0,1,2024-04-06
7372,m,a,55000.0,3,2024-07-22
7373,m,a,55000.0,2,2024-05-11
7374,m,a,55000.0,2,2024-03-20
7375,m,a,55000.0,5,2024-01-07
7376,m,a,,2,2024-06-28
7377,m,a,,3,2024-11-18
7378,m,a,500.0,1,2024-11-23
7379,m,a,,1,2024-06-26
7380,m,a,55000.0,3,2024-10-15
7381,m,a,,1,2024-04-02
7382,m,a,1500.0,3,2024-08-09
7383,m,a,55000.0,4,2024-08-05
7384,m,a,,4,2024-05-03
7385,m,a,500.0,1,2024-08-21
7386,m,a,,5,2024-12-27
7387,m,a,55000.0,5,2024-08-09
7388,m,a,1500.0,2,2024-05-14
7389,m,a,,2,2024-10-05
7390,m,a,55000.0,3,2024-04-09
7391,m,a,1500.0,2,2024-08-11
7392,m,a,55000.0,4,2024-09-04
7393,m,a,500.0,4,2024-07-18
7394,m,a,500.0,2,2024-09-19
7395,m,a,1500.0,5,2024-08-26
7396,m,a,55000.0,3,2024-11-11
7397,m,a,500.0,3,2024-02-10
7398,m,a,1500.0,3,2024-08-10
7399,m,a,,4,2024-04-27
7400,m,a,,1,2024-02-06
7401,m,a,500.0,3,2024-09-15
7402,m,a,1500.0,2,2024-03-07
7403,m,a,55000.0,2,2024-07-12
7404,m,a,,4,2024-12-29
7405,m,a,55000.0,4,2024-04-30
7406,m,a,55000.0,4,2024-03-25
7407,m,a,55000.0,5,2024-05-10
7408,m,a,500.0,5,2024-04-18
7409,m,a,500.0,3,2024-12-07
7410,m,a,1500.0,3,2024-09-27
7411,m,a,55000.0,4,2024-07-18
7412,m,a,,5,2024-03-14
7413,m,a,500.0,4,2024-06-10
7414,m,a,1500.0,1,2024-12-15
7415,m,a,1500.0,2,2024-05-02
7416,m,a,1500.0,3,2024-08-18
7417,m,a,,5,2024-01-16
7418,m,a,55000.0,2,2024-09-06
7419,m,a,1500.0,1,2024-04-30
7420,m,a,1500.0,3,2024-01-27
7421,m,a,55000.0,4,2024-11-04
7422,m,a,,5,2024-08-20
7423,m,a,1500.0,5,2024-09-27
7424,m,a,,3,2024-12-20
7425,m,a,1500.0,2,2024-05-23
7426,m,a,1500.0,1,2024-03-25
7427,m,a,55000.0,2,2024-02-17
7428,m,a,1500.0,4,2024-03-25
7429,m,a,500.0,1,2024-04-28
7430,m,a,55000.0,2,2024-04-02
7431,m,a,,3,2024-08-15
7432,m,a,1500.0,1,2024-05-20
7433,m,a,55000.0,3,2024-12-16
7434,m,a,55000.0,5,2024-04-25
7435,m,a,,4,2024-01-14
7436,m,a,500.0,5,2024-01-21
7437,m,a,500.0,1,2024-11-30
7438,m,a,55000.0,4,2024-03-11
7439,m,a,55000.0,3,2024-12-17
7440,m,a,500.0,1,2024-09-08
7441,m,a,55000.0,5,2024-10-12
7442,m,a,55000.0,4,2024-11-13
7443,m,a,1500.0,4,2024-12-26
7444,m,a,55000.0,5,2024-05-31
7445,m,a,,3,2024-04-09
7446,m,a,1500.0,2,2024-12-21
7447,m,a,500.0,4,2024-01-06
7448,m,a,500.0,4,2024-06-22
7449,m,a,1500.0,2,2024-03-07
7450,m,a,500.0,2,2024-10-20
7451,m,a,55000.0,5,2024-07-11
7452,m,a,,1,2024-12-22
7453,m,a,55000.0,5,2024-10-26
7454,m,a,1500.0,1,2024-10-25
7455,m,a,500.0,4,2024-06-26
7456,m,a,55000.0,1,2024-12-14
7457,m,a,,2,2024-10-16
7458,m,a,55000.0,3,2024-05-12
7459,m,a,,3,2024-04-16
7460,m,a,55000.0,2,2024-09-23
7461,m,a,500.0,1,2024-09-16
7462,m,a,500.0,5,2024-10-19
7463,m,a,,4,2024-12-28
7464,m,a,500.0,2,2024-08-29
7465,m,a,,3,2024-10-02
7466,m,a,500.0,1,2024-12-21
7467,m,a,55000.0,4,2024-12-04
7468,m,a,1500.0,4,2024-08-28
7469,m,a,1500.0,3,2024-08-14
7470,m,a,,5,2024-04-09
7471,m,a,,5,2024-01-16
7472,m,a,1500.0,5,2024-06-10
7473,m,a,500.0,3,2024-06-10
7474,m,a,55000.0,3,2024-08-05
7475,m,a,500.0,2,2024-12-02
7476,m,a,,1,2024-05-18
7477,m,a,1500.0,2,2024-11-13
7478,m,a,,4,2024-08-06
7479,m,a,,5,2024-12-13
7480,m,a,1500.0,1,2024-12-18
7481,m,a,500.0,5,2024-04-11
7482,m,a,1500.0,2,2024-11-22
7483,m,a,500.0,5,2024-08-11
7484,m,a,55000.0,5,2024-11-14
7485,m,a,55000.0,3,2024-01-27
7486,m,a,55000.0,4,2024-07-12
